participant_id,condition,nfc_z,knowledge_z,ai_literacy_z,trust_z,calibration_z,performance,ai_error_detection,miscalibration,retention,transfer,reconstruction,t2_complete,attn_pass,css_01,css_02,css_03,css_04,css_05,css_06,css_07,css_08,css_09,css_10,css_11,css_12,css_13,css_14,css_15,css_16,css_17,css_18,css_19,css_20
97,Uncalibrated AI,1.875971041877797,-1.5775263663284198,-0.13858562432455523,-1.771008730906829,-0.566465718477599,-0.10034348809737548,0.5,1.5116289669133054,-1.1217686353496696,-1.8038738565143546,0.7356532621384388,True,True,2,3,3,4,2,2,4,2,2,2,3,2,1,1,4,1,1,1,4,2
98,Uncalibrated AI,0.987122537428371,-1.990530809048638,-0.5053964681079538,0.8077180352418966,-0.7098000401492902,-1.608166898952756,0.4,1.0641636908855037,-1.6268550418134624,-0.7034552290284024,0.500096304314617,True,True,3,4,3,2,3,4,2,3,3,4,2,3,4,5,2,3,3,4,3,4
99,Uncalibrated AI,-0.5211790523234905,-0.2500690994870501,-0.4608645860415322,-0.5088916420185463,2.1779426499469485,0.21137848269091747,0.8,0.07916463585899403,1.4086394618026086,-0.015102394870927016,-1.5190651975274796,True,True,1,3,3,5,3,2,3,2,2,3,3,2,1,2,5,1,1,3,5,2
100,Uncalibrated AI,0.9900220646311371,-1.352353074014563,-1.2463027712237178,0.21411694413514706,0.21446200809729002,2.373384836029628,0.8,0.7729773521065748,-1.156006534724459,-0.901679832594825,-0.04601323082780229,True,True,5,4,3,1,4,2,2,3,4,4,3,3,2,4,1,4,5,1,4,4
101,Uncalibrated AI,0.5970489042332723,1.0645018869183052,0.4157061083734233,-0.8256325804537648,0.027730278993620506,1.237078405165683,0.7,0.19365603032066048,-0.6262398525041178,-0.26020440747132456,1.1599890504976484,True,True,4,2,2,4,4,5,3,2,4,5,2,4,4,4,3,4,5,3,2,4
102,Uncalibrated AI,0.18074760103882576,0.5502329459370082,-0.8219192301464818,0.2828969185751283,-1.0191118468491673,-0.08628491884999656,0.4,1.539359386721674,-1.7941334224652703,-0.5008661419269346,-0.11951627100235418,True,False,2,4,3,3,2,1,4,4,3,3,4,3,2,2,4,2,1,2,4,2
103,Uncalibrated AI,1.2053061444176363,-0.20107047712580187,-0.6629651240766722,-0.5328896785132564,0.8583118149762395,1.680849470913745,0.4,-0.774707973383339,-1.0110535224674422,-0.5917806206487257,-0.6791463181291157,True,True,4,3,4,4,4,2,5,5,3,3,4,3,2,3,4,2,2,4,3,2
104,Uncalibrated AI,-0.35022497911113093,1.6141617270133366,0.8274400495535105,-1.5379511934438133,0.7709877740922485,0.11235615694699497,0.8,-0.1645112795469621,-0.8131531497976179,-0.2580085997332622,-0.7192670497362389,True,True,4,4,4,3,3,4,3,4,3,3,2,3,4,2,3,4,4,3,3,4
105,Uncalibrated AI,-0.03540157346515533,0.6497291118471706,0.15882764625517795,0.692554758402057,0.2014455156315008,-1.0083820379330353,0.4,1.2823999943805502,0.13961938191235723,0.5281371637411838,-0.3948322224579198,True,True,2,2,4,5,2,3,4,2,2,1,4,2,1,1,5,1,1,3,5,1
106,Uncalibrated AI,-0.8622043698927171,-1.0497493289960524,0.07343042406225471,0.5585611701860843,0.1409112330622524,1.5970565444138252,0.5,1.2365323444684204,0.37392404124123746,0.4023953718749567,-1.4764228057167723,True,True,2,3,5,3,2,1,4,3,3,2,5,1,2,1,3,2,2,2,4,3
107,Uncalibrated AI,-0.4631594122205472,0.24386522529315613,-0.67266075139414,1.553740438064566,-0.340111245742453,-0.5074074978171166,0.4,0.9679988531756278,1.6709246744029618,-0.22490538200597532,-1.2110074361571361,True,True,3,2,4,4,1,2,4,1,3,2,4,2,1,1,4,1,2,3,3,2
108,Uncalibrated AI,-0.9069967368617561,-0.19769560328645758,-0.3001839780823976,1.491682143135365,0.5037804503041987,0.5194074421709998,0.1,1.8026548602833214,0.060318023754402705,-0.2027149773879081,-0.1014908725965269,True,True,2,4,4,4,1,2,4,2,3,2,3,2,4,2,4,3,2,1,3,1
109,Uncalibrated AI,0.05662512208449356,-2.5923619362589263,0.41841678702961055,1.8852421839697557,-1.2185364739027005,0.5991485404320213,0.2,0.7698393950495722,0.5521277273903378,-0.7850012622920006,1.5636282537612394,True,True,5,2,2,2,3,3,2,3,3,4,3,3,2,4,2,4,4,3,2,5
110,Uncalibrated AI,-0.018474239794098603,0.7882016825206235,0.5598056457602121,1.0476703390778186,-1.9604843812164856,1.3551565800938121,0.8,-0.2043826407014021,-2.9467805590447442,0.2976193589524983,-0.987679414870091,True,True,1,2,5,5,1,3,5,1,1,2,4,1,2,1,5,1,1,1,3,1
111,Uncalibrated AI,1.1599040809426744,0.8146248855987192,-0.1895872248843253,-0.13007070655668795,0.7753076810291303,-1.1481560401466084,0.5,-1.6833473705550284,-0.19772535451791656,-0.035871062022125366,-2.6224983720509734,True,True,1,2,3,3,2,2,3,3,3,2,4,1,2,2,3,2,2,4,4,4
112,Uncalibrated AI,-1.015166178282482,-0.6565893652983018,0.7740852550404287,-1.616407115651568,0.41838492360496826,-1.079733247252829,0.5,1.680446058663696,0.8709509426198074,-1.0536461758505067,-0.6518009250281326,True,True,2,2,2,5,3,5,2,3,3,3,4,3,3,3,3,3,4,3,3,3
113,Uncalibrated AI,0.4770297434485368,-1.3451688806294801,1.622314418674332,1.0384306694157568,-0.023526852997940655,0.5354620432415724,0.3,0.23595613558597392,-0.7043524414097135,-0.7112158977281531,-1.1424106183373821,True,True,3,3,2,2,4,3,2,2,3,3,2,2,3,3,2,4,4,4,2,3
114,Uncalibrated AI,-0.7297531828924194,0.6697231252209741,1.180310191037744,1.7951848449278607,0.42426220550851007,-0.4281131938999899,0.3,-0.5870291494674873,1.5213408139151414,-1.7319608110299918,-2.0276383074861895,True,True,2,5,2,3,3,4,3,3,3,4,4,3,3,3,4,4,4,4,3,3
115,Uncalibrated AI,-0.7316774645901986,-1.5892313902522905,0.9518392623208398,0.23198006704777127,1.4403316031873648,0.09748389876350372,0.5,0.9329362848580085,0.6233089203974561,-1.5599749744683997,-2.3137127617222544,True,True,2,2,5,4,1,1,3,3,3,1,5,2,2,2,5,2,2,1,5,3
116,Uncalibrated AI,1.0453126318172035,-0.8225736020347254,-0.3617650269216507,-0.4464130722133551,1.5396537931772063,-0.5507194652201166,0.4,-1.2919206276113977,-1.193051796536324,-1.7939425309947146,0.518329313271199,True,True,1,3,3,5,1,2,4,2,2,3,4,2,2,2,5,2,1,2,3,2
117,Uncalibrated AI,0.9985646252385779,-0.03883457180281458,-0.24831595460537814,0.5985415386560962,-1.0533055038799397,0.0641980532168232,0.7,0.5557319608006825,-1.1692901362895194,0.8111932094376058,-1.1127625220099162,True,True,4,5,2,2,4,5,2,4,4,5,1,4,4,4,2,4,4,4,2,3
118,Uncalibrated AI,-0.4948341913769984,-1.5998477063889143,0.36910690075120384,1.7966123138270007,0.5808566661178977,0.6717376073425253,0.2,0.015493825943136974,0.543252377908028,2.418481617610239,-0.8583013493398262,True,True,2,1,4,5,2,3,5,2,1,2,3,3,1,3,4,2,2,1,4,1
119,Uncalibrated AI,-1.3289407305507874,0.40429879170399446,-2.5148707079728188,1.2998192026261373,-0.7370581763651106,0.5128612143342197,0.5,-2.042067119758879,-0.9629602962308503,1.4626469586104984,-0.6837753182543966,True,True,3,1,5,4,2,1,5,1,2,2,5,3,2,1,5,2,2,2,4,2
120,Uncalibrated AI,-0.1290839760065605,-1.5422814729254102,-0.6036387820637242,0.17172375778456864,-0.6069768238651749,0.0374243850721277,0.2,1.3606026579736783,-2.5938776231780043,-0.22512592784153448,-0.6613319081828678,True,True,3,1,3,2,4,3,2,4,2,4,4,3,2,3,3,3,4,2,3,2
121,Uncalibrated AI,1.7554309408969568,-1.1355190441065524,-1.1516447901126783,-1.7346954897089786,1.9289743907514438,-0.05534703682334785,0.5,2.1232986857713962,-0.43625617110656423,-1.147823353850746,-0.25930220353009953,True,True,3,2,4,3,3,3,3,3,3,3,4,3,4,3,2,3,3,4,2,3
122,Uncalibrated AI,0.49915742980099925,-0.19509332437945243,0.6674300178506848,-0.5923542921808779,-0.2365999240374317,-0.0838620751538115,0.5,0.3270793650554027,-0.6773384190347939,-1.2087986097749825,-0.7692085144044067,True,False,4,4,1,1,4,2,2,4,5,5,2,5,4,5,2,5,4,5,2,4
123,Uncalibrated AI,1.1673173608605334,-1.1788753693072096,0.7737571052779156,0.7565163464883767,-0.1491051933105,0.566179698836066,0.5,-0.7746150328139171,0.12527651664809147,-1.062639473683206,-0.9364613772421087,True,True,5,5,2,1,5,3,1,5,4,5,2,5,4,5,2,5,5,4,2,4
124,Uncalibrated AI,-0.5415220464788891,-2.0545215793707676,-0.5332653079178065,-0.44759926993118565,1.6489078675313744,1.1411957102360164,0.2,0.7949730693374493,-1.0681041553937498,-2.477973686347003,0.802854090689119,True,True,2,3,4,5,2,1,5,2,2,2,5,1,1,2,4,2,1,2,5,2
125,Uncalibrated AI,-0.010425084315026898,2.4535083945843286,-1.4190379293644209,-1.3235293244459259,-0.27305231031656374,0.7840920980514784,0.5,-0.22591510735250409,-1.0981447506107052,-0.5547144311299537,-0.32514365839376097,True,True,4,3,2,2,4,4,2,5,4,3,3,4,4,3,3,3,4,4,1,4
126,Uncalibrated AI,0.14416967603197128,-0.02716243229432706,-0.8340841159363975,-1.7574945207652708,-1.2121719338137342,2.0957927594902603,1.0,0.20464633279547154,-2.2868286211855153,-1.1551970097596382,-0.8964394814785361,True,True,3,2,3,5,2,2,4,4,1,1,3,2,2,2,4,2,3,2,3,4
127,Uncalibrated AI,-1.40009824725556,0.2779413865014807,0.4541199987031657,0.7827822568163252,-0.5718717138026024,0.849959170330336,0.7,0.8248858791591185,0.0940481251203682,-0.9269098289504921,-0.08818637183423361,True,True,1,2,4,4,1,3,4,3,3,2,4,3,2,3,4,3,1,3,4,4
128,Uncalibrated AI,-0.45983870385236025,-1.3025273640613269,1.4269225089745252,-1.761744864444345,0.6621827401934111,1.4207139021573427,0.6,1.139931454711549,,,,False,True,3,2,4,5,4,3,3,2,2,2,5,1,2,4,4,2,2,3,4,3
129,Uncalibrated AI,0.6552096672257868,-0.010919045521157156,-0.051420521457451476,0.30636803573498106,-0.10111454522559579,0.05003519430193143,0.3,0.4613971460645726,0.6628949925643295,-1.2096980658213694,-1.1785131943297613,True,True,2,3,4,2,3,3,3,4,3,4,3,2,3,3,2,4,4,4,3,3
130,Uncalibrated AI,-0.927837195940289,-0.5743304571572357,0.8364420879330009,0.3760265941495478,-0.2668532343841048,0.17815698027455784,0.2,1.5554689329293203,-1.6632931680148695,-0.5266751361957449,-2.234054981201343,True,True,3,2,5,4,2,2,3,1,2,1,5,2,2,2,4,1,1,2,4,2
131,Uncalibrated AI,-1.4589044722498332,0.2179056393913381,-0.23591006041308565,-0.16086469148999596,-0.6115372775383712,0.22292490937103887,0.6,1.173367141988096,-0.6268707291589413,-0.34650155635706686,-1.6199665106189984,True,True,3,2,3,4,2,2,5,3,2,2,4,1,2,3,3,2,2,1,4,3
132,Uncalibrated AI,-0.8609708861503802,0.07310788974691837,-1.6169753505899043,-0.316374659610246,2.297478704064776,1.8970853456408059,0.4,1.6163778702026974,1.222621730252619,-1.4037165929465059,0.9414964326023281,True,True,3,1,5,3,2,3,4,2,2,2,3,2,1,2,4,3,2,2,4,2
133,Uncalibrated AI,-0.27762317116197965,1.640619391805727,0.06260570097396874,-0.7504413912782906,-1.6014086512333063,-1.7786182384139777,0.5,0.6940680210462935,-2.1036610930089186,-0.12566337610229478,-2.1150015793954724,True,True,4,4,2,3,5,3,3,2,3,2,3,3,4,3,4,4,4,3,1,3
134,Uncalibrated AI,-1.4814887501149678,-0.3320722646702755,0.6029261116561858,1.484752282271476,0.17075603781862503,0.3345196771289819,0.7,1.4066421492989076,-1.0058041962254594,1.094350912326219,-0.20146918896229898,True,True,3,2,3,3,2,4,3,2,3,3,3,2,1,2,4,4,3,1,2,2
135,Uncalibrated AI,0.23391987763283817,-0.20408999156145402,0.032443921268540045,-2.0190752736791047,0.15313694703036249,-0.057307563066211764,0.3,1.2879388405322612,-1.607746702462346,-2.142788573252413,-0.050607155304241314,True,True,2,3,3,4,3,3,3,2,2,3,4,2,4,2,3,3,3,2,2,4
136,Uncalibrated AI,-2.1328061498048654,-0.043768776404500484,-1.8807359545321742,-0.271987952937561,0.0023516345033795087,0.45316757334051916,0.4,-0.18912826477685107,-0.26377174566178274,-2.0547061365831167,-0.964851003879746,True,True,1,1,4,5,3,3,4,1,1,2,4,1,1,1,5,1,1,1,3,1
137,Uncalibrated AI,0.12616552599646735,0.594087419572939,-0.9084956253874689,-0.3209576240361192,-0.5583994633585448,1.9306434110073614,0.2,0.7568870339132955,0.7931975483975866,-1.3273816546453447,-1.1273090095423588,True,True,1,5,3,2,3,4,4,4,4,2,2,3,3,4,3,3,3,4,4,3
138,Uncalibrated AI,0.03538088444278651,0.4300238158612213,-0.2743406912140936,0.30274169749658236,-1.0213481917164502,3.6493069447841746,0.7,-0.17058924581712442,-1.1451930218035888,0.13592818713028793,-2.85239617607939,True,True,2,3,3,5,3,3,3,1,2,3,4,2,1,2,3,2,2,2,4,3
139,Uncalibrated AI,-0.46977482632127043,-0.1911945030291234,-1.2320421460898543,0.22628378751147551,0.15622271879006594,1.3152069419574728,0.4,0.6678449519238976,-0.030175704257063507,-1.0481679581095058,-0.5459868075959622,True,True,2,2,5,5,1,1,5,1,1,1,5,2,1,1,3,1,1,3,5,1
140,Uncalibrated AI,0.026391882890797008,-0.7393222893475888,-0.560674355641121,1.3490507227684583,-0.40701379165871654,0.41255356911645125,0.6,0.7569654535842167,-1.0484763076550894,-2.2440320789564008,0.6260443004330822,True,False,1,2,4,4,1,3,2,2,2,2,4,2,1,2,3,2,2,3,5,1
141,Uncalibrated AI,-1.3737831860162149,-0.21396178948614597,-0.1091209360749393,0.25307251297946104,0.9079094208385312,0.24735227230048573,0.8,0.6304099185092009,0.6867145116772839,0.7344675372948539,0.06163270653948505,True,True,1,1,4,3,3,2,5,2,3,1,4,2,2,1,4,3,1,2,4,4
142,Uncalibrated AI,0.02685140436775661,0.7668834658360671,-1.1127936809195176,-1.2042751314280273,-0.019616699261057635,0.3375821011988944,0.3,0.8159144642863385,-1.0868157321017728,0.7198812543410911,0.5999666240878113,True,True,3,3,4,3,3,2,3,3,3,3,4,2,3,2,3,2,3,3,3,3
143,Uncalibrated AI,0.2874976645833753,-0.7333601977536368,0.5996829424386502,0.01821101092504115,-2.189418964572655,-0.3311332082472448,0.3,-0.024721622782062025,-0.4980253808847124,0.5851052932776895,0.7704539822827019,True,True,3,1,4,4,3,2,4,2,3,2,3,3,3,3,3,4,3,1,4,2
144,Uncalibrated AI,-0.6673136691396041,-0.9945202709120441,0.45207840105642705,0.3162313912781673,0.5289266603276618,2.104444504993784,0.8,0.15204577143840847,-1.109708214941508,-0.5156566893963995,-1.3646976171614467,True,True,3,2,3,3,3,3,2,4,3,3,3,2,4,3,1,3,1,3,2,3
145,Uncalibrated AI,-0.10890483088895667,0.05906520075295093,-1.4575518670181349,-0.6352643707164568,-0.032332234003033845,-0.8188373368707818,0.4,-0.23457605523379055,0.7984872593654291,-0.6934293102723363,-0.5939616408468943,True,True,1,2,3,5,1,2,4,1,2,2,5,1,2,1,4,2,2,3,5,2
146,Uncalibrated AI,-1.136316102351377,2.419250157769518,-1.6604321386358505,0.08761337895409985,-0.8601632791361573,-0.28527292514486535,0.8,1.1727714125908997,-0.9677781749293867,0.21458339792299747,0.9265170134291906,True,False,4,5,2,2,3,2,5,3,3,1,3,3,3,2,5,3,3,2,4,2
147,Uncalibrated AI,-0.5467277357198478,1.0384868989561826,0.1620131213996315,0.2489781526032687,1.300129985797116,0.06709721568073373,0.6,2.2660432961385184,0.022431892664484143,-1.704239863818921,-0.6571351310592599,True,True,1,1,4,5,1,1,5,1,1,1,4,2,3,1,5,1,2,1,5,1
148,Uncalibrated AI,-0.8300370651408392,1.1868433306552033,-0.7089755030054062,-0.11265773879476965,-0.8922259475824273,0.9368131198419389,0.5,-0.06737516964997986,-2.2180691071082155,-0.6940418832838976,-0.9004790754662083,True,True,1,1,5,5,1,1,5,1,2,1,5,1,1,2,3,1,1,1,5,1
149,Uncalibrated AI,-0.40832758897309784,0.13911760180010327,-0.5362869325438085,-2.678516774629976,0.6556737607893826,1.0781772964111291,0.7,3.4291965181858948,0.20091200664966408,0.6941392488795135,-0.5654751351336681,True,True,1,1,5,4,3,1,4,2,2,3,4,1,2,2,5,1,1,2,4,1
150,Uncalibrated AI,-0.30092303946545607,0.17708896097411825,-0.18922522250483742,-0.6332637861567512,-0.2917218930095245,0.06475987884225493,0.6,0.11946983109053344,-2.3718547045294924,1.574012620081284,0.7327124977142203,True,True,3,3,3,3,4,2,2,4,2,4,3,3,4,3,1,2,3,3,3,2
151,Uncalibrated AI,-0.53068922238672,-0.20103238674857307,2.321142203546285,0.4225613148491907,-1.0055682270776356,-0.457548318855881,0.3,0.43726892465205663,-0.4678892274332691,0.4665418601304295,-1.3278434589032369,True,True,4,2,3,3,2,2,4,3,2,3,3,3,3,3,2,3,1,3,3,2
152,Uncalibrated AI,-0.1450325538424519,-1.1303661209864502,1.2121836592961097,-1.7903500450722853,0.6134313832481232,-0.7615198273836501,0.1,0.1819377547152806,1.4288219712529777,-2.4528094812610597,-0.1660587860832684,True,True,5,3,2,1,3,4,1,5,5,5,2,3,4,5,2,5,5,5,2,5
153,Uncalibrated AI,-1.814043642339239,-0.10167739011804339,0.9672390455525103,-1.069234955226559,1.044874031691082,-0.16040231776413938,0.6,0.22184729071116358,-0.26527723397986414,0.2847492954802166,-0.2578420213396888,True,True,2,4,4,4,3,3,4,4,3,2,4,3,1,2,5,2,2,2,3,2
154,Uncalibrated AI,-0.10265195787260173,0.8805226219843859,-0.6539325454028135,1.1632535194848632,-0.47100578430175755,0.9660785686843936,0.4,0.2212549240620532,-1.2358148586850617,-0.028879519454897695,-0.4491244450275089,True,True,2,2,4,4,1,2,3,2,2,2,4,3,3,1,4,4,3,2,3,3
155,Uncalibrated AI,-0.9747361155028645,-0.20422031923828934,0.6765731413541474,0.6080720941456532,-0.8424009406799269,1.8739928015319018,0.4,0.6458050548270238,,,,False,True,2,3,3,2,3,2,3,2,2,3,4,3,3,2,5,3,3,2,5,2
156,Uncalibrated AI,-0.22708709911420474,0.23091751151647763,1.232533377778334,0.48462689830292977,0.695351910006834,0.09486113212534752,0.8,1.4246037335494184,,,,False,True,2,3,4,4,3,3,2,1,2,2,3,2,3,4,3,1,3,1,4,4
157,Uncalibrated AI,1.0197443267141921,0.6588152772413373,0.14229185595633956,-1.8954970377348803,-1.33311522282131,-0.17524300819200378,0.4,-0.7013231626061683,-0.534506036527643,-0.5320810157817324,-1.6776151222959237,True,True,2,2,5,2,2,4,3,3,1,1,3,2,3,2,3,3,2,4,4,2
158,Uncalibrated AI,-0.0017654597295539537,-0.5844429084669666,-0.8984001311883039,0.7572976974241884,-0.7719996886115722,-0.9233738723614322,0.5,1.8481097389135388,-0.9447495010237152,0.699848976699641,-0.5612803353756354,True,True,1,1,4,5,2,1,5,2,2,2,4,1,2,2,5,3,1,1,5,1
159,Uncalibrated AI,-0.6621009006844868,0.8051322525404572,-0.01660229030072831,-0.9393554750686279,-1.212783629504656,0.8540761678645212,0.7,0.608096941233601,0.14469987297637643,-1.6858256222540886,-0.40413204636223277,True,True,3,1,4,4,2,2,5,2,3,2,3,1,2,3,5,2,2,2,4,2
160,Uncalibrated AI,0.9625098987541013,-0.4394370573980118,1.0254125898240147,0.20456060990222508,0.141285762406522,0.38989285843321564,0.6,1.776065744852155,-1.134745261683208,1.1985556901948484,-1.0679798915844798,True,True,4,4,2,3,5,3,2,4,4,5,2,3,4,5,2,4,4,4,1,5
161,Uncalibrated AI,-0.2672529788527908,0.8238336277230577,0.3209611706898385,0.07759797697910457,-0.817566036955986,0.9270371364719017,0.6,-0.042902007008218945,0.20166843734644424,0.7731428006433754,-1.0191561151308797,True,True,1,3,4,4,1,3,4,3,2,2,4,3,2,2,5,1,2,3,4,3
162,Uncalibrated AI,-0.7038061389600134,0.06986952612337799,-0.504149728345015,-1.5719047035627958,0.5679936025775574,1.4543702029811612,0.8,0.07832448322459978,0.42690588065731494,-2.3370192983208695,-0.26457685713919804,True,True,3,1,5,5,3,1,5,2,1,3,4,2,2,2,4,3,2,1,4,3
163,Uncalibrated AI,-1.6316408339199098,0.8637062270969931,1.0885930733348157,1.6162834740190208,-1.8975946304927636,-1.2784229565168885,0.6,-0.5327355445305911,-1.5859314356536605,-1.8957365950886464,-1.27951514677838,True,True,3,2,3,4,3,3,4,2,3,3,3,2,3,3,4,3,3,2,3,2
164,Uncalibrated AI,0.5784907763805617,0.4843614676119823,0.302219829637752,-2.2074130441169078,-0.8510919768711627,0.1818206074058465,0.4,1.2960580148770382,-1.613375625658903,-0.3856077377087197,-0.3673010460487887,True,True,2,3,4,4,2,3,4,2,2,2,4,3,2,3,2,2,2,1,4,2
165,Uncalibrated AI,0.833654025616931,0.6181465415241855,1.0440421553559103,0.28759732977727737,0.6857252465839571,1.7010651617651387,0.5,1.0164083075366863,-0.04304894899037803,1.0779712189261166,0.9333620363854069,True,True,4,2,5,3,1,3,3,3,3,3,2,4,3,4,3,3,2,2,3,2
166,Uncalibrated AI,0.8590672455603658,-2.3113530475623727,1.2825917646617369,0.21412664451736224,0.8655636433667405,1.0112422397771037,0.5,0.7358558964042821,-0.34268052369493,-0.5758434621778017,-0.13653197923393331,True,False,3,4,5,3,3,3,4,1,3,2,2,3,3,3,4,3,3,3,3,4
167,Uncalibrated AI,-0.6663105852187654,0.2511204934028852,0.3290144446571577,-0.7045799479620496,0.7371956103485822,0.23627880594610173,0.5,0.1713545914700461,2.3744038589691083,0.9328190463001571,0.3690535001340636,True,True,1,3,4,4,2,3,3,2,3,3,4,1,2,3,3,1,3,2,5,4
168,Uncalibrated AI,-0.42131406286048334,-0.21018011118546778,-0.40086204976479367,1.051984787876292,1.4289804244857198,-0.5852782356083743,0.6,0.2174728021052795,3.043534127192145,-1.8853025446397242,1.6317018283534392,True,True,2,2,2,5,2,2,4,4,4,3,3,1,2,2,5,2,3,3,4,1
169,Uncalibrated AI,1.2650625820056958,0.8224151178704888,0.712033372365369,0.19267843956627573,-0.4565195975368279,0.649590376960409,0.6,-0.9698002489216543,-0.5066503953568702,-0.321824203735104,0.19921006204905034,True,True,4,5,1,4,5,4,1,3,4,4,2,2,3,4,2,4,4,4,3,4
170,Uncalibrated AI,-0.4936041955333755,0.4071440871341587,1.1694415819561026,-0.8842030158701342,-0.2967954872545777,0.39272329266528905,1.0,-0.5146518986468365,-2.284197770096907,-1.006949740943527,-0.43913810128471253,True,True,1,2,4,5,3,3,5,2,2,2,5,2,2,2,3,3,2,2,3,1
171,Uncalibrated AI,0.5668116325724052,-0.20125964419817263,-0.9088744341640231,1.369929523386027,0.40670257380259817,0.47602694489866876,0.3,0.35060889749058255,-2.4414061435472885,-0.6062408766960851,-0.45068647493117825,True,True,3,2,4,4,1,2,3,2,2,4,3,1,2,1,3,2,2,1,4,4
172,Uncalibrated AI,1.5942581554452329,-1.0784121308934442,-0.018191489283751378,1.2160731228854682,0.5539819594148152,-0.5290543449163061,0.4,-0.01237203121948921,-0.4830115055265368,-1.3995618455261067,-1.953270034959677,True,True,3,3,3,3,3,3,3,3,4,4,2,2,4,3,2,3,2,3,3,3
173,Uncalibrated AI,0.8063242081153796,-0.10579441941622585,0.45025372581716716,2.5855021190201506,0.2750423734384678,-2.0154037729053442,0.5,1.2531722408173251,-0.31099908825795997,-3.5375408248167832,-0.5010834190256178,True,True,2,1,4,4,2,1,4,3,2,2,4,1,4,2,4,3,1,2,4,2
174,Uncalibrated AI,1.4769712410651803,-1.2765749575826186,1.5371510354930016,0.6722538133264462,-0.44309726426148766,0.14264737844251818,0.2,-0.42002838852255164,-0.44268526498245,-0.4316624854327873,0.7453059117332103,True,True,2,2,5,4,2,3,3,2,2,1,4,1,3,2,4,3,2,1,2,3
175,Uncalibrated AI,-0.31151687338202627,0.3760645552421186,0.7968406333054172,-0.6935737591078514,-0.4486044745634973,1.2800646062797258,0.6,0.053280808436704075,0.5390226174271214,-0.19500600885234903,-0.2623627845829714,True,True,2,5,3,2,2,2,3,4,3,2,3,3,2,3,2,3,2,3,1,3
176,Uncalibrated AI,-0.5432919539384492,-0.7587687119247651,0.8079939707692275,-0.31988960477406647,0.5131486444557732,-0.9788961507436034,0.3,0.49491307217054004,,,,False,True,4,3,3,3,4,4,2,3,4,3,4,2,4,4,3,3,4,5,1,4
177,Uncalibrated AI,0.18401202400641484,0.6094856659036673,-0.1513912043524335,-0.5073672624276983,-1.209149773898153,0.48958902235913343,0.3,1.2455401867929798,-0.7827769325667207,-0.5245684498147197,0.2129077580218648,True,True,1,2,4,4,1,2,3,4,3,3,3,3,2,2,3,2,2,3,4,4
178,Uncalibrated AI,1.1152058342114595,0.8047097789137836,-0.7007884634223988,-1.004145306036152,-1.7255281525302717,-0.6617655188764455,0.5,-1.4385009035732739,0.2406532335235776,1.1094983477580453,-1.283143665098943,True,True,3,1,2,4,3,3,3,3,3,2,4,3,3,3,5,2,3,2,4,2
179,Uncalibrated AI,-1.8196807439921352,-1.9014025688281149,0.5378707977162909,0.007788054622707396,1.0049990398904562,-1.6493174280800633,0.2,-0.6923009031646087,-0.47341247151671684,-1.8952724766352138,-2.0920824215724263,True,True,2,1,5,4,1,1,4,2,1,2,5,1,1,1,3,2,1,2,5,2
180,Fortified AI,-0.1769488808907929,0.6615186911244967,0.09205562483566948,0.1371678978963066,-0.024580763142414436,-1.4555267293558871,0.6,0.7492722081410633,0.76604345283846,2.43832347820979,0.13598367303416206,True,True,3,3,3,4,3,1,4,2,4,2,4,2,3,3,3,2,3,2,5,3
181,Fortified AI,-0.9234673413666065,0.6238049890367067,0.2801806767755164,-0.49742189353171923,-0.19354832268158356,-0.02328171463744766,0.5,-1.1595766878597737,-0.3183704125519562,0.3920176774858564,0.4921367404651277,True,True,1,2,4,5,1,2,5,2,1,2,5,1,2,2,4,1,1,1,5,2
182,Fortified AI,0.5095853634931105,0.31267032152304003,0.24514287682152008,0.28654777333495823,-1.3224880897765865,0.5000814194351568,0.4,2.598200190767298,0.17401560155009432,0.07086372295071182,1.475695435832678,True,True,4,2,3,2,4,3,2,5,2,3,1,3,2,4,1,3,5,5,1,2
183,Fortified AI,1.098859988756315,0.7733082501867407,3.8304283124544787,0.18267417148417586,1.7479811298148686,0.04443451077228833,0.9,-0.06266833477664296,0.7698678930464655,-0.32979482493592877,-0.6520596228895557,True,True,3,2,4,3,4,1,2,3,4,4,4,1,2,2,4,4,2,3,3,4
184,Fortified AI,-0.23058173610386012,1.2769411432204207,-1.293517242834425,0.16220845554058821,1.196894271856175,-0.5831202111483139,0.5,-1.272660123306529,,,,False,True,1,2,3,3,1,2,3,2,1,3,4,3,3,2,4,1,3,2,3,2
185,Fortified AI,0.8019898891407365,0.1457353152568927,-0.007415588077561115,-1.3166681214712992,0.044107073040559636,-1.133125634049565,0.7,0.4753552451633851,0.9775936876059409,-0.5852633216675284,-0.7182232057390548,True,True,5,3,2,1,3,4,3,4,5,4,2,4,4,3,1,3,5,3,2,4
186,Fortified AI,0.0061831810799843475,-0.7955057202761272,1.539075651002983,-0.7781911650914547,-0.6514974637135504,-1.1342797411734424,0.8,1.3159401931131336,-1.2592364541841827,-0.7992916902394674,-0.008806692047742856,True,False,2,3,3,2,2,4,2,2,2,3,3,4,2,3,3,1,3,4,3,3
